#,admin4Pcode,admin4Name_eng,admin4Name_ukr,admin4Na_1_rus,admin4ClassType,admin4PoliticalType,admin3Pcode,admin3Name_eng,admin3Name_ukr,admin3Name_rus,admin3PoliticalType,admin2Pcode,admin2Name_eng,admin2Name_ukr,admin2Name_rus,admin2ClassType,admin2PoliticalType,admin1Pcode,admin1Name_eng,admin1Name_ukr,admin1Name_rus,admin1ClassType,Population,Population_source,X Longitude,Y Latitude,IDP location Cluster,IDP estimation
16850,UA4608005002,Nyzhankovychi,Нижанковичі,Нижанковичи,селища міського типу (СМТ),,UA4608005,Dobromylska,Добромильська,Добромильская,міська ОТГ,UA4608,Sambirskyi,Самбірський,Самборский,район,,UA46,Lvivska,Львівська,Львовская,область,1841,Census 2001,22.80580399,49.67459959,1,1841
16872,UA2102005005,Nyzhni Remety,Нижні Ремети,Нижние Реметы,сільські населені пункти (СНП),,UA2102005,Velykoberezka,Великоберезька,Великобережская,сільська ОТГ,UA2102,Berehivskyi,Берегівський,Береговский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,865,Census 2001,22.8233826,48.2571641,1,865
16874,UA7306055005,Nyzhni Synivtsi,Нижні Синівці,Нижние Синевцы,сільські населені пункти (СНП),,UA7306055,Tereblechenska,Тереблеченська,Тереблеченская,сільська ОТГ,UA7306,Cnernivetskyi,Чернівецький,Черновицкий,район,,UA73,Chernivetska,Чернівецька,Черновицкая,область,984,Census 2001,26.1290621,48.00911568,1,984
16907,UA2108011005,Nyzhnia Apsha,Нижня Апша,Нижняя Апша,сільські населені пункти (СНП),,UA2108011,Solotvynska,Солотвинська,Солотвинская,селищна ОТГ,UA2108,Tiachivskyi,Тячівський,Тячевский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,7252,Census 2001,23.83845773,48.0054832,1,7252
16949,UA0702013006,Nyzkynychi,Низкиничі,Низкиничи,сільські населені пункти (СНП),,UA0702013,Novovolynska,Нововолинська,Нововолынская,міська ОТГ,UA0702,Volodymyr-Volynskyi,Володимир-Волинський,Владимир-Волынский,район,,UA07,Volynska,Волинська,Волынская,область,731,Census 2001,24.18275052,50.73299994,1,731
16969,UA4612011029,Nynovychi,Ниновичі,Ниновичи,сільські населені пункти (СНП),,UA4612011,Sokalska,Сокальська,Сокальская,міська ОТГ,UA4612,Chervonohradskyi,Червоноградський,Червоноградский,район,,UA46,Lvivska,Львівська,Львовская,область,112,Census 2001,24.13617985,50.54092149,1,112
16977,UA0508007031,Nyshivtsi,Нишівці,Нишивцы,сільські населені пункти (СНП),,UA0508007,Murovanokurylovetska,Мурованокуриловецька,Мурованокуриловецкая,селищна ОТГ,UA0508,Mohyliv-Podilskyi,Могилів-Подільський,Могилев-Подольский,район,,UA05,Vinnytska,Вінницька,Винницкая,область,473,Census 2001,27.53544475,48.588627,1,473
16996,UA4612011030,Nismychi,Нісмичі,Нисмачи,сільські населені пункти (СНП),,UA4612011,Sokalska,Сокальська,Сокальская,міська ОТГ,UA4612,Chervonohradskyi,Червоноградський,Червоноградский,район,,UA46,Lvivska,Львівська,Львовская,область,174,Census 2001,24.1258152,50.56292317,1,174
17033,UA0508005024,Nova Hryhorivka,Нова Григорівка,Новая Григоровка,сільські населені пункти (СНП),,UA0508005,Mohyliv-Podilska,Могилів-Подільська,Могилев-Подольская,міська ОТГ,UA0508,Mohyliv-Podilskyi,Могилів-Подільський,Могилев-Подольский,район,,UA05,Vinnytska,Вінницька,Винницкая,область,131,Census 2001,27.92266345,48.40829137,1,131
17083,UA0702019013,Nova Lishnia,Нова Лішня,Новая Лешня,сільські населені пункти (СНП),,UA0702019,Poromivska,Поромівська,Поромовская,сільська ОТГ,UA0702,Volodymyr-Volynskyi,Володимир-Волинський,Владимир-Волынский,район,,UA07,Volynska,Волинська,Волынская,область,261,Census 2001,24.19426219,50.68534077,1,261
17149,UA7304001002,Nova Sloboda,Нова Слобода,Новая Слобода,сільські населені пункти (СНП),,UA7304001,Vashkovetska,Вашковецька,Вашковецкая,сільська ОТГ,UA7304,Dnistrovskyi,Дністровський,Днестровский,район,,UA73,Chernivetska,Чернівецька,Черновицкая,область,238,Census 2001,27.18275379,48.39448607,1,238
17195,UA5104013005,Nove,Нове,Новое,сільські населені пункти (СНП),,UA5104013,Molohivska,Мологівська,Мологовская,сільська ОТГ,UA5104,Bilhorod-Dnistrovskyi,Білгород-Дністровський,Белгород-Днестровский,район,,UA51,Odeska,Одеська,Одесская,область,17,Census 2001,30.1683806,46.22763995,1,17
17197,UA5114015010,Nove,Нове,Новое,сільські населені пункти (СНП),,UA5114015,Stepanivska,Степанівська,Степановская,сільська ОТГ,UA5114,Rozdilnianskyi,Роздільнянський,Раздельнянский,район,,UA51,Odeska,Одеська,Одесская,область,36,Census 2001,29.86999303,46.88774174,1,36
17198,UA5114009004,Nove,Нове,Новое,сільські населені пункти (СНП),,UA5114009,Lymanska,Лиманська,Лиманская,селищна ОТГ,UA5114,Rozdilnianskyi,Роздільнянський,Раздельнянский,район,,UA51,Odeska,Одеська,Одесская,область,84,Census 2001,30.12736041,46.64296356,1,84
17224,UA2102019008,Nove Klynove,Нове Клинове,Новое Клиновое,сільські населені пункти (СНП),,UA2102019,Pyiterfolvivska,Пийтерфолвівська,Паятерфолвовский,сільська ОТГ,UA2102,Berehivskyi,Берегівський,Береговский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,314,Census 2001,23.03848424,48.01528611,1,314
17236,UA2102009006,Nove Selo,Нове Село,Новое Село,сільські населені пункти (СНП),,UA2102009,Vylotska,Вилоцька,Вилокская,селищна ОТГ,UA2102,Berehivskyi,Берегівський,Береговский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,1865,Census 2001,22.88799662,48.11865459,1,1865
17260,UA7306015004,Novyi Vovchynets,Новий Вовчинець,Новый Волчинец,сільські населені пункти (СНП),,UA7306015,Hlybotska,Глибоцька,Глыбокская,селищна ОТГ,UA7306,Cnernivetskyi,Чернівецький,Черновицкий,район,,UA73,Chernivetska,Чернівецька,Черновицкая,область,330,Census 2001,25.997454,47.99315506,1,330
17337,UA0702021013,Novyny,Новини,Новины,сільські населені пункти (СНП),,UA0702021,Ustyluzka,Устилузька,Устилугская,міська ОТГ,UA0702,Volodymyr-Volynskyi,Володимир-Волинський,Владимир-Волынский,район,,UA07,Volynska,Волинська,Волынская,область,111,Census 2001,24.06083608,50.9789593,1,111
17339,UA4614011049,Novyny,Новини,Новины,сільські населені пункти (СНП),,UA4614011,Yavorivska,Яворівська,Яворовская,міська ОТГ,UA4614,Yavorivskyi,Яворівський,Яворовский,район,,UA46,Lvivska,Львівська,Львовская,область,656,Census 2001,23.37276834,49.99545051,1,656
17392,UA5114013033,Novi Chobruchi,Нові Чобручі,Новые Чобручи,сільські населені пункти (СНП),,UA5114013,Rozdilnianska,Роздільнянська,Раздельнянская,міська ОТГ,UA5114,Rozdilnianskyi,Роздільнянський,Раздельнянский,район,,UA51,Odeska,Одеська,Одесская,область,883,Census 2001,30.07238282,46.86660148,1,883
17479,UA0702013001,Novovolynsk,Нововолинськ,Нововолынск,міста,"місто обласного значення, центр міської ОТГ",UA0702013,Novovolynska,Нововолинська,Нововолынская,міська ОТГ,UA0702,Volodymyr-Volynskyi,Володимир-Волинський,Владимир-Волынский,район,,UA07,Volynska,Волинська,Волынская,область,53199,Census 2001,24.16547027,50.73048974,1,53199
17584,UA7304013001,Novodnistrovsk,Новодністровськ,Новоднестровск,міста,"місто обласного значення, центр міської ОТГ",UA7304013,Novodnistrovska,Новодністровська,Новоднестровская,міська ОТГ,UA7304,Dnistrovskyi,Дністровський,Днестровский,район,,UA73,Chernivetska,Чернівецька,Черновицкая,область,10776,Census 2001,27.43143277,48.58775234,1,10776
